BAIRRO,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO,LATITUDE,LONGITUDE
1,89,3,2,2,1144920,-29.7553173,-50.04024529
1,89,2,2,1,609099,-29.75512143,-50.02942024
1,100,3,1,1,1170000,-29.75199958,-50.02474667
1,86,2,2,1,641855,-29.75680692,-50.01958492
1,76,2,2,1,696086,-29.75575829,-50.02469508
1,76,2,2,1,696086,-29.76027698,-50.02768723
1,36,1,1,1,280000,-29.76166466,-50.0201887
1,155,3,3,2,1150000,-29.75719121,-50.02961322
1,92,3,2,2,750000,-29.75947461,-50.03026094
1,128,3,2,1,1190000,-29.76171163,-50.02343211
1,175,3,2,1,890000,-29.7539216,-50.0285824
1,116,2,2,1,880000,-29.75771582,-50.0361306
1,52,2,1,1,495000,-29.75378415,-50.02578705
1,177,3,2,2,980000,-29.75085931,-50.02409608
1,100,2,1,1,550000,-29.7566626,-50.01162018
1,87,2,2,1,990000,-29.75169948,-50.02721147
1,50,1,1,1,312000,-29.76254664,-50.01780511
1,77,2,2,1,570000,-29.76195045,-50.02472183
1,100,4,2,2,950000,-29.75881771,-50.03205031
1,100,2,3,1,795000,-29.75550801,-50.03989563
1,45,1,1,1,310000,-29.75416443,-50.03404317
1,108,3,2,1,832000,-29.75751308,-50.01268635
1,100,2,1,1,350000,-29.76139606,-50.02399481
1,86,2,2,1,622500,-29.75534995,-50.04035802
1,100,3,2,1,1180000,-29.75628862,-50.03565771
1,96,2,2,1,485000,-29.7552165,-50.02291909
1,100,3,2,1,880000,-29.76272361,-50.01788249
1,100,3,2,1,1100000,-29.75318968,-50.01901936
1,100,3,2,1,480000,-29.75364727,-50.03793144
1,100,2,3,1,530000,-29.75294742,-50.02493296
1,58,1,1,1,335000,-29.75826333,-50.02107527
1,103,2,2,1,650000,-29.75434312,-50.02015622
1,78,2,2,1,595000,-29.75012567,-50.03291204
1,100,3,2,1,650000,-29.75722443,-50.03179332
1,56,2,1,1,490000,-29.75429558,-50.0210361
1,123,3,1,2,2025000,-29.75866995,-50.0138748
1,100,3,3,1,550000,-29.75352758,-50.03573891
1,100,3,2,1,690000,-29.75570102,-50.03046348
1,100,3,2,1,190000,-29.75151621,-50.02973168
1,66,2,1,1,495000,-29.75661621,-50.02404927
1,123,3,1,2,1885000,-29.75654577,-50.03180001
1,120,3,2,5,1064508,-29.75674049,-50.02138384
1,97,2,1,2,1224000,-29.75664828,-50.02199909
1,227,3,2,1,890000,-29.75756119,-50.01860665
1,44,1,1,1,244000,-29.75660304,-50.01326338
1,79,2,2,1,533400,-29.76342575,-50.01747933
1,110,3,3,1,706000,-29.75454929,-50.02246148
1,83,3,1,2,1944000,-29.7567319,-50.02718472
1,123,3,1,2,1785000,-29.75547594,-50.01623929
1,123,3,1,2,1715000,-29.75776507,-50.01319651
1,123,3,1,2,1925000,-29.75487574,-50.01508619
1,101,3,2,1,1149000,-29.75265992,-50.02907058
1,107,2,2,1,740000,-29.76136972,-50.01492187
1,42,1,1,1,318000,-29.75944712,-50.01864773
1,102,3,2,1,1149000,-29.75964528,-50.02400914
1,144,2,2,1,838300,-29.75346687,-50.02546987
1,110,2,1,1,550000,-29.75493416,-50.03163282
1,110,3,3,1,773200,-29.75617408,-50.01871842
1,145,3,2,1,1180000,-29.75479327,-50.01672939
1,193,3,3,1,1048000,-29.75316562,-50.02789072
1,128,3,2,2,1800000,-29.76224654,-50.01624502
1,102,2,2,1,980000,-29.75003117,-50.03290439
1,68,2,1,1,360000,-29.7527464,-50.02268121
1,110,3,3,1,706000,-29.75470335,-50.02548802
1,136,3,3,1,1000000,-29.75758409,-50.01717744
1,102,3,2,1,650000,-29.76288397,-50.01627655
1,74,2,2,1,350000,-29.75580067,-50.01647813
1,60,2,2,1,750000,-29.74962798,-50.027243
1,103,2,2,1,485000,-29.75931941,-50.01673321
1,123,3,1,2,1885000,-29.75614029,-50.02408652
1,144,2,2,1,838300,-29.76413821,-50.01924482
1,103,2,2,1,615000,-29.75713394,-50.03399253
1,76,2,2,1,696086,-29.76096481,-50.02061097
1,76,2,2,1,696086,-29.7608663,-50.01377831
1,89,3,2,2,1144920,-29.76038752,-50.01838978
1,110,3,3,1,773200,-29.75380248,-50.03159652
1,193,3,3,1,1048000,-29.7588704,-50.02427473
1,107,3,4,1,680000,-29.7553047,-50.03408711
1,40,1,1,1,255000,-29.76025923,-50.01917794
1,103,2,1,1,920000,-29.76072771,-50.0233595
1,76,2,2,1,696086,-29.76127751,-50.0181519
1,76,2,2,1,696086,-29.75226188,-50.03014344
1,103,3,2,1,1450000,-29.75602403,-50.02775984
1,103,1,1,1,490000,-29.75358599,-50.03104146
1,89,2,2,1,609099,-29.75078658,-50.02823656
1,89,3,2,2,1144920,-29.75537572,-50.03028005
1,85,2,2,1,584045,-29.76038122,-50.02674144
1,86,2,2,1,641855,-29.7581843,-50.03010809
1,102,2,2,1,575000,-29.75295544,-50.02849355
1,104,2,2,1,520000,-29.75989899,-50.03038896
1,104,2,2,1,650000,-29.75546162,-50.04114619
1,104,3,3,2,2200000,-29.75417531,-50.02964856
1,104,3,3,2,2200000,-29.7543918,-50.02223315
1,104,3,3,2,2200000,-29.75502121,-50.02206787
1,104,2,2,1,750000,-29.75431906,-50.03509883
1,94,2,1,1,390000,-29.75457564,-50.03418552
1,104,2,3,4,850000,-29.7548975,-50.03027527
1,80,2,3,1,320000,-29.75774903,-50.0269927
1,120,3,2,5,1064508,-29.75339528,-50.01906617
1,155,3,3,2,1690000,-29.74954494,-50.02856998
1,90,2,3,1,443000,-29.75862757,-50.01882829
1,98,2,1,1,550000,-29.75515923,-50.03445779
1,104,3,2,2,700000,-29.75500174,-50.01628992
1,170,3,2,2,850000,-29.7507883,-50.0271446
1,104,2,2,1,600000,-29.75769749,-50.02169815
1,61,2,1,1,750000,-29.75945743,-50.03060487
1,60,2,2,1,580000,-29.75934289,-50.02292578
1,123,3,1,2,2100000,-29.74951058,-50.02749043
1,105,2,2,1,650000,-29.75689627,-50.03145131
1,120,3,2,5,1064508,-29.75957312,-50.02197807
1,128,3,2,2,1800000,-29.75368507,-50.0353625
1,158,2,2,1,790000,-29.7554874,-50.01668735
1,62,2,1,1,305000,-29.76312107,-50.01775638
1,90,2,2,1,415000,-29.75736646,-50.03410622
1,65,2,1,1,490000,-29.75506416,-50.03759133
1,123,3,1,2,1715000,-29.7610742,-50.01969097
1,105,2,2,1,624000,-29.75766427,-50.0131067
1,123,3,1,2,1925000,-29.75603949,-50.02587494
1,108,2,1,1,550000,-29.76126319,-50.01560303
1,82,2,1,1,560000,-29.75070984,-50.02995523
1,105,3,2,1,750000,-29.75363811,-50.02649496
1,300,3,5,4,5500000,-29.75363811,-50.02369579
1,105,2,2,1,650000,-29.75358599,-50.03551345
1,105,3,2,1,690000,-29.74952203,-50.02834356
1,83,3,1,2,1944000,-29.75216796,-50.02930655
1,90,3,2,1,789000,-29.75107408,-50.02649974
1,178,3,3,1,890000,-29.75837558,-50.01305894
1,106,2,2,2,1350000,-29.75549484,-50.02951577
1,180,3,4,2,592000,-29.75676855,-50.01867352
1,79,2,2,1,520000,-29.76075692,-50.02345599
1,82,2,2,1,565000,-29.75587741,-50.01764174
1,73,2,2,1,960000,-29.75694495,-50.03843586
1,106,3,3,2,750000,-29.76135712,-50.02244237
1,146,3,2,2,697000,-29.76305349,-50.02109342
1,90,2,2,1,850000,-29.75752167,-50.02409703
1,60,1,1,1,450000,-29.75836012,-50.03492687
1,78,2,2,1,430000,-29.76450245,-50.01840316
1,49,1,1,1,389000,-29.75004148,-50.03008802
1,134,2,1,1,740000,-29.75542497,-50.04101912
1,60,2,1,1,572000,-29.76150946,-50.02189687
1,118,4,5,1,1005959,-29.75742545,-50.01658513
1,45,1,1,1,260000,-29.76028787,-50.02976034
1,60,2,1,1,480000,-29.76011319,-50.0142044
1,70,1,1,1,350000,-29.75476292,-50.02319423
1,94,2,1,1,590000,-29.75815337,-50.02713122
1,51,1,1,1,520000,-29.76463188,-50.01802388
1,76,2,2,1,499000,-29.75905596,-50.01395601
1,475,4,6,5,4337000,-29.75488891,-50.04092359
1,107,2,3,1,675000,-29.75260837,-50.03347378
1,110,3,3,2,479000,-29.7540539,-50.01826941
1,68,2,2,1,580000,-29.75372402,-50.02373878
1,80,2,2,1,495000,-29.75723531,-50.03434792
1,128,3,2,1,936000,-29.76277343,-50.01554953
1,78,2,1,1,680000,-29.75539118,-50.03483993
1,108,3,2,1,890000,-29.75824958,-50.02068644
1,108,3,1,1,830000,-29.76128209,-50.02705957
1,73,2,2,1,450000,-29.75822152,-50.03507303
1,99,2,2,1,555000,-29.75507504,-50.0190891
1,108,3,2,1,880000,-29.75002888,-50.0286015
1,60,2,1,1,680000,-29.75114051,-50.03242194
1,98,2,2,1,630000,-29.75429673,-50.02414385
1,108,3,2,1,965000,-29.75811614,-50.0301014
1,108,3,2,1,965000,-29.75246691,-50.02198858
1,201,4,1,1,1800000,-29.75656295,-50.02862061
1,168,3,2,2,1325000,-29.75159296,-50.02821459
1,70,2,2,1,650000,-29.75399147,-50.0342715
1,108,2,2,1,650000,-29.76292864,-50.01531642
1,108,3,2,1,650000,-29.75972775,-50.01753952
1,108,3,2,1,1350000,-29.75521937,-50.01602911
1,106,3,3,1,840000,-29.76478995,-50.0200989
1,109,2,2,1,520000,-29.75635563,-50.02831299
1,62,2,2,1,540000,-29.75645413,-50.0133035
1,58,2,2,1,570000,-29.74951917,-50.03255091
1,99,3,2,1,580000,-29.75425607,-50.01906999
1,99,3,2,1,580000,-29.75082037,-50.0294852
1,90,2,2,1,650000,-29.75673476,-50.02477533
1,106,2,2,2,820000,-29.75732637,-50.0300651
1,110,2,2,1,900000,-29.75329964,-50.01893815
1,110,2,2,1,590000,-29.75840593,-50.02015049
1,110,2,2,1,650000,-29.75486486,-50.03016063
1,110,2,2,1,530000,-29.75496222,-50.04122643
1,110,2,2,1,550000,-29.75462088,-50.01884166
1,141,3,2,4,1200000,-29.75727998,-50.02740063
1,110,3,2,1,940000,-29.75656467,-50.03699328
1,260,4,4,2,590000,-29.75539004,-50.02123576
1,143,2,2,1,790000,-29.75539118,-50.02572781
1,99,3,2,1,600000,-29.75910922,-50.01968906
1,110,2,2,1,635000,-29.75590891,-50.01978937
1,150,4,3,2,1200000,-29.7601991,-50.03040902
1,110,3,2,2,1450000,-29.76180899,-50.01934608
1,116,3,3,1,720000,-29.75751308,-50.02157014
1,110,3,2,1,780000,-29.75279508,-50.02088324
1,116,3,3,1,720000,-29.75409857,-50.02727166
1,86,2,2,1,550000,-29.75558762,-50.03398871
1,100,3,2,1,815000,-29.75508822,-50.03701526
1,110,2,2,2,750000,-29.7566122,-50.03302381
1,110,2,2,1,490000,-29.75396284,-50.02394895
1,110,3,2,1,880000,-29.76336905,-50.02094725
1,94,2,1,1,743760,-29.76425504,-50.01750035
1,122,3,3,1,1450000,-29.75599997,-50.01797994
1,95,2,2,1,515000,-29.75663912,-50.02642904
1,106,2,2,1,416000,-29.75652801,-50.0193757
1,110,3,2,1,520000,-29.7575377,-50.03334576
1,52,1,1,1,526000,-29.7522762,-50.02990269
1,110,2,2,1,650000,-29.7629693,-50.02203921
1,72,3,1,1,850000,-29.75559106,-50.03870049
1,72,3,1,1,850000,-29.75937153,-50.03189363
1,108,3,2,1,980000,-29.75775018,-50.02230384
1,110,3,1,1,885000,-29.75847581,-50.03284038
1,139,3,1,1,1080000,-29.75769062,-50.02144021
1,110,4,3,1,980000,-29.75865736,-50.01726916
1,144,2,2,1,800000,-29.75759039,-50.01793026
1,110,2,2,1,620000,-29.75118232,-50.03006605
1,99,2,2,1,662735,-29.75718549,-50.03749102
1,70,2,2,1,470000,-29.76045796,-50.01698733
1,116,2,2,1,650000,-29.76338108,-50.02323818
1,130,3,2,1,650000,-29.75013311,-50.02701371
1,75,2,1,1,440000,-29.754161,-50.02306717
1,111,3,2,1,885000,-29.75810412,-50.02705575
1,128,2,3,1,850000,-29.75612311,-50.01659468
1,222,4,3,2,630000,-29.75934003,-50.02599149
1,62,1,1,1,445000,-29.75636937,-50.02930273
1,111,2,2,1,450000,-29.74925458,-50.03024279
1,111,3,3,1,850000,-29.7583332,-50.02656183
1,128,3,2,1,830000,-29.75082839,-50.02834547
1,73,2,2,1,480000,-29.75585508,-50.02831681
1,104,3,2,2,750000,-29.75743118,-50.03037654
1,79,2,2,1,850000,-29.75072014,-50.03187166
1,98,3,2,1,890000,-29.7578693,-50.01599568
1,170,3,2,1,890000,-29.75408941,-50.02726975
1,61,2,1,1,750000,-29.76265316,-50.02092145
1,112,3,2,1,650000,-29.75299954,-50.02324677
1,122,3,2,1,920000,-29.75581671,-50.03275345
1,125,3,2,2,790000,-29.7618737,-50.02658381
1,148,3,2,2,1750000,-29.76448985,-50.01842131
1,75,2,2,1,620000,-29.75716888,-50.01382799
1,113,3,3,1,650000,-29.75185354,-50.02957023
1,65,2,2,1,420000,-29.75706464,-50.01928494
1,113,3,3,1,650000,-29.75355049,-50.02037404
1,113,3,3,1,650000,-29.75718033,-50.0244486
1,62,1,1,1,398000,-29.75610134,-50.01395505
1,73,2,1,1,530000,-29.75581327,-50.01727967
1,114,2,2,1,640000,-29.7594918,-50.01572818
1,114,2,2,1,790000,-29.75677542,-50.02612237
1,117,3,2,1,1330000,-29.75426752,-50.03270281
1,63,2,2,1,680000,-29.75588715,-50.01409549
1,115,2,2,1,520000,-29.75535052,-50.01508714
1,115,2,2,1,730000,-29.7591665,-50.03051984
1,115,3,3,2,1480000,-29.7535104,-50.01837067
1,106,3,2,1,720000,-29.76323447,-50.0225809
1,107,2,1,1,790000,-29.7518272,-50.03496699
1,154,4,5,1,2190000,-29.75209752,-50.03309069
1,82,2,3,1,560000,-29.75634875,-50.03424666
1,116,3,2,2,1500000,-29.74824603,-50.02997434
1,45,1,1,1,395000,-29.75763106,-50.02821363
1,115,3,2,1,850000,-29.75749761,-50.02296208
1,115,3,2,1,751300,-29.75534765,-50.01566895
1,115,3,2,1,500000,-29.75816139,-50.01199563
1,50,1,1,1,275000,-29.75345427,-50.03738211
1,81,2,1,1,595000,-29.76128725,-50.02715224
1,115,2,2,1,600000,-29.75402355,-50.03623856
1,100,3,2,1,595000,-29.75269772,-50.02749139
1,118,3,3,2,850000,-29.74992522,-50.02957787
1,116,2,1,2,530000,-29.75674564,-50.02342638
1,146,3,2,1,835000,-29.75622276,-50.02822414
1,110,3,2,1,749750,-29.75794891,-50.02310252
1,87,2,2,1,500000,-29.7580079,-50.03235984
1,84,2,2,1,450000,-29.76308098,-50.01726438
1,220,5,6,2,1272000,-29.75632012,-50.02161408
1,116,2,2,1,572000,-29.7585577,-50.03297031
1,116,2,2,1,690000,-29.75809667,-50.03101853
1,241,4,6,4,6181300,-29.75455674,-50.03571503
1,70,1,1,1,364660,-29.76018363,-50.02758023
1,53,1,1,1,520000,-29.7565051,-50.01845952
1,117,3,2,1,800000,-29.75731435,-50.03277255
1,117,3,3,1,1200000,-29.7553929,-50.02968105
1,66,2,2,1,789900,-29.75811843,-50.02887091
1,90,2,2,1,814270,-29.75313126,-50.02641375
1,55,1,1,1,255000,-29.75276415,-50.03359415
1,80,1,1,1,324780,-29.75579151,-50.02096062
1,120,3,2,2,831710,-29.75664141,-50.032442
1,98,3,1,2,1117000,-29.75834637,-50.01850538
1,82,2,1,1,405000,-29.75564833,-50.03702386
1,117,2,2,1,848000,-29.75372402,-50.02344453
1,53,2,1,1,495000,-29.75625483,-50.024975
1,78,2,1,1,450000,-29.75557216,-50.03633696
1,242,3,4,1,5899900,-29.75168287,-50.03354925
1,242,3,4,4,6499900,-29.74859825,-50.03064117
1,44,1,1,1,250000,-29.76170189,-50.01759206
1,94,3,2,1,580000,-29.75651255,-50.03038705
1,106,3,3,2,1100000,-29.75694266,-50.017893
1,84,2,2,1,850000,-29.75391358,-50.01899929
1,118,3,2,1,572000,-29.7630008,-50.01524286
1,118,3,3,1,1250000,-29.76309816,-50.02275859
1,88,2,1,2,615000,-29.74949683,-50.03198153
1,118,2,1,1,495000,-29.75634417,-50.0187509
1,78,2,2,1,500000,-29.75588028,-50.03992812
1,74,2,1,1,350000,-29.7603669,-50.01986388
1,65,2,2,1,385000,-29.75936752,-50.02317035
1,120,3,2,1,950000,-29.75746211,-50.03335532
1,119,3,2,1,960000,-29.75615976,-50.03220699
1,47,1,1,1,310000,-29.76048488,-50.02688283
1,70,2,2,1,510000,-29.76028328,-50.02877538
1,72,2,2,1,853000,-29.75652916,-50.02828051
1,77,2,1,1,820000,-29.75974207,-50.01317549
1,116,2,2,1,478000,-29.759517,-50.03192898
1,242,4,4,4,5900000,-29.76175802,-50.01820826
1,106,3,3,1,625000,-29.75262269,-50.02202393
1,120,3,3,2,900000,-29.75379503,-50.01781084
1,120,3,3,1,495000,-29.75412492,-50.02452312
1,120,3,2,1,630000,-29.75439524,-50.03992812
1,77,2,1,1,350000,-29.76290058,-50.01708191
1,100,2,2,1,500000,-29.75939444,-50.01744112
1,88,3,2,2,1000000,-29.76034399,-50.01732839
1,70,2,1,1,750000,-29.75659559,-50.01733985
1,120,3,3,1,1190000,-29.7590531,-50.02151664
1,110,3,3,1,965000,-29.75149674,-50.0327993
1,120,3,2,1,1145000,-29.75534422,-50.02213952
1,85,2,1,1,330000,-29.74927176,-50.02903332
1,98,2,2,1,680000,-29.75389239,-50.01860473
1,98,2,2,1,680000,-29.76061317,-50.02740732
1,46,1,1,1,350000,-29.75925412,-50.01283921
1,120,3,2,1,630000,-29.7516193,-50.02997434
1,120,3,2,1,630000,-29.75702112,-50.03205604
1,132,2,2,1,800000,-29.75734585,-50.0202594
1,120,3,2,2,780000,-29.75623307,-50.01293378
1,120,3,2,1,690000,-29.75746783,-50.0146066
1,199,5,5,2,1589000,-29.75574913,-50.03368873
1,100,3,2,1,1180000,-29.76245443,-50.02325251
1,178,3,3,1,1445000,-29.7595462,-50.01951327
1,80,2,2,1,445000,-29.75457163,-50.01612656
1,120,3,2,2,1050000,-29.76189146,-50.01729209
1,120,2,2,1,1324040,-29.76226429,-50.01624598
1,120,3,3,2,2850000,-29.75528981,-50.03531665
1,120,3,3,2,750000,-29.75278592,-50.03434219
1,120,3,3,2,1680000,-29.75496909,-50.03672483
1,87,2,2,1,630000,-29.75722844,-50.01860091
1,120,2,2,1,650000,-29.75876331,-50.01320606
1,147,3,1,1,650000,-29.75819919,-50.02881072
1,80,2,2,1,300000,-29.75926672,-50.01786052
1,436,4,4,4,5900000,-29.75504813,-50.02749903
1,70,2,2,1,470000,-29.75868599,-50.01617051
1,56,2,1,1,350000,-29.7571391,-50.01136606
1,110,2,2,1,650000,-29.76131302,-50.01666251
1,60,2,1,1,495000,-29.75669467,-50.01421968
1,57,1,1,1,380000,-29.75581212,-50.03090676
1,110,3,2,1,880000,-29.75941047,-50.01637304
1,88,2,2,1,485000,-29.76050378,-50.02042276
1,121,2,2,1,730000,-29.7581717,-50.01714878
1,121,3,2,2,950000,-29.75542039,-50.02871614
1,121,3,2,1,780000,-29.75278878,-50.02148702
1,87,3,2,1,900000,-29.75984,-50.01620585
1,80,2,2,1,450000,-29.75042176,-50.03107777
1,123,3,2,2,670000,-29.75948664,-50.01800095
1,75,2,2,1,580000,-29.75768489,-50.03307062
1,90,2,2,1,605000,-29.76091957,-50.02758597
1,164,3,2,2,1000000,-29.76330033,-50.02045524
1,85,2,2,1,680000,-29.75461,-50.03154302
1,110,2,2,1,790000,-29.75553608,-50.02916229
1,88,3,3,2,1100000,-29.76523495,-50.01795987
1,70,2,1,1,300000,-29.76207358,-50.01449291
1,188,4,2,1,820000,-29.7535522,-50.02145072
1,126,3,2,1,1100000,-29.75848211,-50.02787926
1,126,3,2,1,885000,-29.75526518,-50.0266268
1,147,3,2,1,890000,-29.76288168,-50.01692237
1,125,3,3,2,730000,-29.75841223,-50.01222683
1,124,2,2,1,879990,-29.75809266,-50.01321179
1,75,2,2,1,550000,-29.76216865,-50.01532407
1,124,2,2,1,879990,-29.74966349,-50.03264645
1,124,2,2,1,879990,-29.75560537,-50.03867852
1,130,3,2,1,850000,-29.75818945,-50.02216723
1,90,2,2,1,640000,-29.75448515,-50.03204649
1,124,3,2,1,1301300,-29.76117786,-50.02099024
1,98,3,2,1,750000,-29.75676397,-50.01581321
1,125,2,2,1,510000,-29.76331465,-50.01756914
1,97,2,2,1,570000,-29.75398804,-50.03500807
1,125,3,2,2,850000,-29.75376067,-50.03464217
1,56,1,1,1,260000,-29.75110386,-50.02548133
1,125,3,3,2,1500000,-29.75177852,-50.03280504
1,77,2,1,1,720000,-29.7539783,-50.03139781
1,248,4,5,2,2600000,-29.75155688,-50.02713982
1,190,3,3,1,600000,-29.76011491,-50.02408557
1,125,3,2,1,604000,-29.75190279,-50.02712549
1,80,2,2,1,750000,-29.7594036,-50.02594086
1,80,2,2,1,750000,-29.75240563,-50.03499661
1,57,1,1,1,300000,-29.76128267,-50.02728885
1,125,3,3,1,799000,-29.75749246,-50.0182589
1,300,4,5,3,3300000,-29.75159983,-50.02440752
1,70,2,2,1,630000,-29.75815222,-50.01497059
1,160,3,2,1,880000,-29.75526404,-50.03651752
1,160,3,2,1,880000,-29.74808109,-50.03173982
1,35,1,1,1,330000,-29.76186282,-50.01725292
1,54,2,1,1,450000,-29.76061431,-50.02636217
1,126,4,4,2,2159520,-29.75917738,-50.02641566
1,243,4,3,2,1080000,-29.75932514,-50.02758119
1,165,2,3,2,1150000,-29.75587512,-50.01808311
1,87,2,1,1,790000,-29.75592266,-50.01490562
1,135,3,2,1,1980000,-29.75489579,-50.01560016
1,75,2,2,1,620000,-29.75528466,-50.03274007
1,127,2,2,1,365000,-29.75262327,-50.03516952
1,113,2,1,1,628000,-29.76057021,-50.0158562
1,127,3,3,2,850000,-29.7626188,-50.02273662
1,40,1,1,1,240000,-29.75942708,-50.02721625
1,67,2,2,1,495000,-29.76408838,-50.01845283
1,60,1,1,1,393000,-29.75692891,-50.0157855
1,58,1,1,1,350000,-29.76356721,-50.01664436
1,128,3,3,1,470000,-29.75092174,-50.02841043
1,103,2,2,1,565000,-29.76098199,-50.02640038
1,80,2,2,1,624000,-29.75297262,-50.03052557
1,47,1,1,1,290000,-29.7545848,-50.02171535
1,161,3,1,1,1092000,-29.75042577,-50.03118668
1,119,3,1,1,1190000,-29.75586768,-50.0385954
1,70,2,1,1,650000,-29.75741113,-50.02788308
1,287,3,4,3,3120000,-29.75329563,-50.0354953
1,81,2,1,1,600000,-29.75711619,-50.01725769
1,70,2,1,1,330000,-29.76065669,-50.020332
1,128,3,3,1,890000,-29.76010918,-50.02881072
1,65,2,1,1,520000,-29.7531284,-50.02967818
1,90,2,2,1,575000,-29.75217827,-50.03436034
1,75,2,2,1,550000,-29.75562198,-50.0174736
1,210,4,5,3,3300000,-29.75728342,-50.02624179
1,195,3,4,2,695000,-29.75503152,-50.01638833
1,164,4,1,1,2200000,-29.75579666,-50.02229429
1,195,2,2,1,680000,-29.75536541,-50.02762705
1,129,3,2,1,1410000,-29.75337065,-50.03605322
1,77,2,2,1,435000,-29.7655047,-50.01854932
1,129,3,2,1,885000,-29.7638444,-50.02103992
1,73,2,2,2,541000,-29.75399033,-50.02022309
1,87,2,2,1,650000,-29.75418161,-50.01735609
1,130,3,2,2,1150000,-29.76269154,-50.02181853
1,35,1,1,1,315000,-29.75922434,-50.01343725
1,130,3,3,2,1500000,-29.75976613,-50.02682169
1,245,4,4,1,2450000,-29.75263987,-50.02112399
1,123,3,2,1,790000,-29.75880569,-50.02993326
1,117,2,2,1,700000,-29.75943567,-50.02818402
1,75,2,2,1,397000,-29.75227735,-50.03251843
1,150,4,4,1,800000,-29.76215949,-50.02202297
1,56,2,1,1,300000,-29.75058269,-50.02870946
1,144,3,2,2,925000,-29.75840422,-50.02450306
1,42,1,1,1,195000,-29.75448801,-50.02305379
1,138,3,2,1,1180000,-29.75469877,-50.019134
1,131,3,2,1,650000,-29.75448286,-50.02753151
1,80,2,2,1,750000,-29.75260322,-50.03393999
1,95,3,2,1,595000,-29.75311007,-50.02402729
1,150,4,3,2,1000000,-29.76330262,-50.02157205
1,35,1,1,1,215000,-29.75365415,-50.03465841
1,73,2,2,1,400000,-29.75084099,-50.03235411
1,100,2,1,1,540000,-29.75699649,-50.01236917
1,132,2,2,1,828870,-29.75140969,-50.03228819
1,110,3,3,1,890000,-29.75415871,-50.02486991
1,187,3,3,1,550000,-29.75690371,-50.01840316
1,79,2,1,1,680000,-29.75746382,-50.01395983
1,92,2,2,1,700000,-29.75141771,-50.0302705
1,88,2,2,1,480000,-29.7589649,-50.0270567
1,133,2,2,1,790000,-29.75819919,-50.01885695
1,80,2,2,1,650000,-29.75427038,-50.02018775
1,70,2,1,1,350000,-29.75914989,-50.0253686
1,132,3,1,1,675000,-29.76162286,-50.0227328
1,133,3,3,1,550000,-29.76494516,-50.01845283
1,133,3,2,1,970000,-29.76035945,-50.02478202
1,115,3,2,1,438000,-29.75971916,-50.02853367
1,110,2,1,1,680000,-29.75630294,-50.02491481
1,100,2,2,1,380000,-29.7563688,-50.0389422
1,152,3,4,1,1855000,-29.75151564,-50.03221368
1,134,4,1,2,2150000,-29.75851303,-50.02851266
1,120,2,2,1,730000,-29.75972145,-50.02491768
1,69,2,2,1,570000,-29.7620249,-50.02118418
1,76,2,2,1,550000,-29.75568498,-50.03564529
1,135,3,2,1,1100000,-29.75478411,-50.01709433
1,260,3,3,2,1980000,-29.7644091,-50.01634151
1,45,1,1,1,265000,-29.76132447,-50.02665737
1,64,1,1,1,433000,-29.76003587,-50.01834297
1,135,4,3,2,1250000,-29.75968938,-50.0254479
1,135,3,4,1,650000,-29.75578578,-50.02999153
1,37,1,1,1,200000,-29.75637109,-50.03673534
1,155,3,2,2,1040000,-29.75307972,-50.02113927
1,155,3,2,2,800000,-29.75948206,-50.03264645
1,249,4,1,1,3900000,-29.75217483,-50.03539976
1,45,2,1,1,230000,-29.76374304,-50.01634533
1,136,3,3,2,695000,-29.75978674,-50.02317894
1,136,3,3,2,799000,-29.75312954,-50.03288242
1,136,2,1,1,470000,-29.75031237,-50.03204362
1,136,2,1,1,470000,-29.75702455,-50.01635967
1,197,4,4,1,1350000,-29.75706693,-50.01217046
1,136,2,1,1,470000,-29.763282,-50.02337479
1,136,3,3,2,799000,-29.75846034,-50.03259582
1,136,3,3,2,799000,-29.75962867,-50.01892573
1,60,2,1,1,375000,-29.75692834,-50.03320724
1,44,1,1,1,220000,-29.75335576,-50.0288862
1,45,2,2,1,770000,-29.7544966,-50.02114119
1,116,3,2,1,1180000,-29.75720095,-50.0141251
1,138,3,2,1,1180000,-29.7544548,-50.0402023
1,127,3,2,2,899000,-29.76508776,-50.01906999
1,127,3,2,2,899000,-29.75827994,-50.02654177
1,115,2,4,1,1025000,-29.75943911,-50.01316402
1,85,2,2,1,400000,-29.75442903,-50.02955112
1,118,2,2,1,720000,-29.76115495,-50.01961167
1,93,2,1,1,499000,-29.75392848,-50.03450174
1,139,3,2,2,1480000,-29.75461115,-50.03282223
1,139,3,2,1,960000,-29.75637968,-50.03071282
1,121,2,3,2,650000,-29.75476578,-50.02952915
1,57,1,1,1,280000,-29.7512436,-50.02880881
1,80,2,1,1,430000,-29.75734241,-50.02457184
1,120,3,4,1,1050000,-29.75399147,-50.03868903
1,75,2,1,1,680000,-29.7610679,-50.0256189
1,95,2,2,1,900000,-29.75538087,-50.0165173
1,66,1,1,1,300000,-29.75629263,-50.02702422
1,65,1,1,1,325000,-29.76297846,-50.02100361
1,140,2,2,2,810000,-29.75465811,-50.03401451
1,153,3,1,1,670000,-29.75402068,-50.02030812
1,96,2,2,1,822000,-29.7585514,-50.01856079
1,140,3,1,2,1460000,-29.7532899,-50.02645292
