BAIRRO,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO,LATITUDE,LONGITUDE
1,105,2,2,1,540000,-29.75777824,-50.02905816
1,55,1,1,1,380000,-29.76069564,-50.02528453
1,55,1,1,1,265000,-29.75743862,-50.01912922
1,55,1,1,1,220000,-29.7504126,-50.02524918
1,55,1,1,1,400000,-29.75944884,-50.01855315
1,138,3,3,2,1350000,-29.7555796,-50.02851839
1,60,2,2,1,380000,-29.7616681,-50.02729076
1,44,1,1,1,220000,-29.76059656,-50.01809553
1,107,2,2,1,670000,-29.76366286,-50.01593454
1,87,3,2,1,720000,-29.75455502,-50.02899511
1,56,1,1,1,335000,-29.75404359,-50.01848627
1,100,3,2,1,540000,-29.75735558,-50.01986197
1,56,1,1,1,270000,-29.7571958,-50.02811236
1,56,2,1,1,380000,-29.7526267,-50.02305666
1,56,1,1,1,380000,-29.76102151,-50.02031099
1,139,3,2,2,1680000,-29.7559553,-50.03617168
1,74,2,2,1,499000,-29.75674908,-50.0157234
1,70,2,2,1,680000,-29.75878163,-50.01810891
1,56,2,2,1,590000,-29.76055303,-50.02788117
1,106,2,2,1,450000,-29.75563344,-50.03331328
1,56,2,1,1,350000,-29.75512258,-50.03819798
1,159,3,2,2,1145000,-29.75025338,-50.02879257
1,48,1,1,1,430000,-29.7581276,-50.01378596
1,58,2,2,1,560000,-29.75053573,-50.02790219
1,56,1,1,1,365000,-29.7638026,-50.02200769
1,56,1,1,1,395000,-29.75543814,-50.02850788
1,57,1,1,1,315000,-29.76553047,-50.01708095
1,57,1,1,1,325000,-29.76458492,-50.01822068
1,80,2,2,1,460000,-29.75434655,-50.02143161
1,54,1,1,1,270000,-29.75350868,-50.02127111
1,179,3,3,1,2080000,-29.75304994,-50.02621218
1,57,3,2,1,280000,-29.75951241,-50.01944353
1,98,2,2,1,655000,-29.75867053,-50.03191179
1,57,1,1,1,450000,-29.75493988,-50.0171698
1,51,2,2,1,550000,-29.75633845,-50.03769833
1,159,4,5,2,3200000,-29.75957598,-50.02020112
1,95,2,2,1,730000,-29.75520104,-50.03751395
1,101,2,1,1,480000,-29.75530871,-50.01731692
1,51,2,2,1,590000,-29.75804226,-50.01770575
1,120,2,2,1,648000,-29.7591854,-50.0304759
1,58,1,2,1,395000,-29.7553488,-50.01498014
1,87,2,2,1,750000,-29.75250987,-50.03249741
1,58,1,1,1,400000,-29.75291191,-50.02538102
1,58,1,1,1,394000,-29.75836184,-50.02632013
1,58,1,1,1,285000,-29.76276198,-50.02398908
1,58,1,1,1,285000,-29.757859,-50.03346805
1,58,1,1,1,270000,-29.75445136,-50.023242
1,108,2,2,1,572000,-29.75788935,-50.03125737
1,75,1,1,2,450000,-29.75885609,-50.03238659
1,75,2,1,1,420000,-29.75777882,-50.01533075
1,86,2,2,1,630000,-29.75757035,-50.03573509
1,58,1,1,1,394510,-29.75493358,-50.01786434
1,58,1,1,1,392000,-29.7505552,-50.02628478
1,58,1,1,1,340000,-29.75532016,-50.02205163
1,58,2,1,1,328000,-29.75798671,-50.03162518
1,58,1,1,1,150000,-29.75387579,-50.02129022
1,100,3,1,2,590000,-29.75229911,-50.02941355
1,77,2,2,1,624000,-29.7531599,-50.02329359
1,59,1,1,1,285000,-29.75754687,-50.03142074
1,125,2,2,1,790000,-29.75708125,-50.02754966
1,88,2,2,1,610000,-29.75232603,-50.02789263
1,140,3,2,1,455000,-29.76222764,-50.01921329
1,89,2,2,1,415000,-29.76053299,-50.0186697
1,59,2,2,1,450000,-29.74815497,-50.0310749
1,70,2,1,1,489000,-29.75465296,-50.02989982
1,59,2,2,1,750000,-29.75791168,-50.02492628
1,96,3,2,1,815000,-29.75878335,-50.02562368
1,59,1,1,1,399000,-29.7634521,-50.0198228
1,60,2,1,1,495000,-29.75676454,-50.01860473
1,60,2,2,1,390000,-29.75969282,-50.02738725
1,107,2,2,1,760000,-29.75466613,-50.03064404
1,65,2,1,1,300000,-29.76379057,-50.02161313
1,100,2,1,1,530000,-29.76261823,-50.02413047
1,93,2,2,1,918034,-29.75377556,-50.03344512
1,98,2,1,1,435000,-29.75130832,-50.03041475
1,87,3,1,1,480000,-29.7575503,-50.0231092
1,78,1,1,1,722500,-29.75922949,-50.0132395
1,82,2,3,1,678700,-29.75213589,-50.03228151
1,61,2,2,1,750000,-29.75924095,-50.02085936
1,74,2,2,1,600000,-29.75810469,-50.0259036
1,55,1,2,1,503000,-29.7603984,-50.01925628
1,60,2,1,1,390000,-29.75730518,-50.02685799
1,60,1,1,1,412000,-29.75930967,-50.02059664
1,125,2,2,1,705000,-29.74879698,-50.03129845
1,88,2,2,1,750000,-29.75898552,-50.02904478
1,98,3,3,1,897400,-29.75229625,-50.03475395
1,88,3,2,1,1300000,-29.75366961,-50.0230194
1,100,3,3,1,640000,-29.76065211,-50.0257068
1,65,2,2,1,650000,-29.75579036,-50.02178413
1,60,1,1,1,374400,-29.76089609,-50.02900179
1,84,2,2,1,410000,-29.75166855,-50.030495
1,110,2,2,1,680000,-29.75737104,-50.02086031
1,120,3,4,1,750000,-29.75363696,-50.02539726
1,60,1,1,1,399000,-29.76105358,-50.01518745
1,161,3,2,1,1750000,-29.75244515,-50.03464217
1,111,3,2,1,680000,-29.76195274,-50.02455273
1,60,1,1,1,275000,-29.75248181,-50.03385019
1,60,1,1,1,335000,-29.75989269,-50.03023419
1,60,2,1,1,405000,-29.76068991,-50.0285652
1,100,2,2,1,495000,-29.75741686,-50.02323722
1,60,1,1,1,386150,-29.75998776,-50.02381712
1,60,2,1,1,285000,-29.76045624,-50.02303755
1,60,2,1,1,429000,-29.76169044,-50.01681346
1,60,1,1,1,250000,-29.75657097,-50.0125354
1,60,2,2,1,150000,-29.75821007,-50.01847385
1,60,1,1,2,300000,-29.75545933,-50.02801874
1,75,2,2,1,890000,-29.75836069,-50.02978136
1,70,2,2,1,540000,-29.75063366,-50.02554439
1,60,2,2,1,350000,-29.76029245,-50.0223669
1,100,2,2,1,670000,-29.75746841,-50.01598326
1,50,1,1,1,275000,-29.75908803,-50.01766181
1,45,1,1,1,245000,-29.75555097,-50.03759038
1,100,2,2,1,500000,-29.75071614,-50.03257957
1,112,2,2,1,680000,-29.75881199,-50.0260641
1,102,3,3,1,650000,-29.74825977,-50.03139781
1,61,2,1,1,430000,-29.75339184,-50.02551286
1,61,2,1,1,430000,-29.76325623,-50.01913686
1,122,2,1,1,610000,-29.76298706,-50.02112781
1,61,2,1,1,560000,-29.75495878,-50.02407124
1,61,2,2,1,750000,-29.74940348,-50.02862061
1,61,2,2,1,360000,-29.76110112,-50.02748183
1,106,2,2,1,640000,-29.75551603,-50.03616595
1,97,2,2,1,570000,-29.75291592,-50.0306364
1,61,1,1,1,280000,-29.75955079,-50.01323281
1,61,2,2,1,490000,-29.75441242,-50.02331365
1,61,1,1,1,270000,-29.76266347,-50.02421168
1,61,1,1,1,355000,-29.75864017,-50.03422468
1,81,2,1,1,520000,-29.75836985,-50.01687269
1,103,2,2,1,615000,-29.75573366,-50.03544944
1,129,2,2,1,520000,-29.75452868,-50.02496927
1,62,1,1,1,495000,-29.75818372,-50.01949607
1,62,2,2,1,460000,-29.75767573,-50.03047781
1,103,3,2,1,650000,-29.7611435,-50.02239078
1,62,1,1,1,290000,-29.75168345,-50.03011477
1,62,1,1,1,490000,-29.75695411,-50.02895976
1,105,2,1,1,385000,-29.75125506,-50.03145322
1,124,3,2,1,1600000,-29.75239933,-50.03140927
1,62,2,1,2,399760,-29.75598795,-50.02167427
1,90,2,2,1,850000,-29.75541466,-50.02259045
1,103,2,1,1,620000,-29.75811843,-50.03264358
1,40,2,1,1,210000,-29.7528535,-50.02819357
1,160,4,3,2,950000,-29.76143844,-50.02493201
1,63,1,1,1,420000,-29.75616491,-50.01670741
1,105,3,2,2,1250000,-29.76080617,-50.02864831
1,130,2,2,1,650000,-29.75065657,-50.03061251
1,64,3,2,1,390000,-29.75904794,-50.01482538
1,88,3,2,1,990000,-29.75510482,-50.02092528
1,93,2,1,1,595000,-29.75093892,-50.02725351
1,111,2,2,1,500000,-29.7591098,-50.01652112
1,115,2,2,1,650000,-29.75753427,-50.01745163
1,108,2,2,1,885000,-29.75765282,-50.01811369
1,80,2,2,1,580000,-29.75608932,-50.03122107
1,64,2,1,1,750000,-29.75639514,-50.03224138
1,64,2,2,1,620000,-29.75776908,-50.0205011
1,125,3,2,1,585000,-29.75777996,-50.03067365
1,64,2,1,1,750000,-29.75590548,-50.03942942
1,163,2,2,2,815000,-29.76237368,-50.02330409
1,68,2,2,1,542000,-29.75788133,-50.03529467
1,188,3,3,1,1805000,-29.75598852,-50.01388722
1,81,2,2,1,460000,-29.76030047,-50.01721566
1,202,3,2,2,1100000,-29.75703486,-50.03667802
1,64,2,2,1,400000,-29.75672331,-50.02059855
1,90,1,1,1,490000,-29.74845851,-50.03038323
1,64,2,2,1,575000,-29.76326024,-50.0187767
1,64,2,2,1,590000,-29.75071614,-50.03296171
1,50,1,1,1,260000,-29.75648162,-50.0114358
1,64,3,2,1,495000,-29.75511742,-50.0230643
1,65,2,2,1,650000,-29.75435457,-50.03340977
1,65,2,1,1,350000,-29.7595296,-50.01325478
1,65,2,1,1,350000,-29.75143832,-50.02786397
1,112,2,2,1,780000,-29.75697702,-50.02413429
1,65,2,1,1,598000,-29.75436145,-50.02784773
1,65,1,1,1,290000,-29.75903764,-50.01849391
1,65,1,1,1,340000,-29.75628404,-50.03347378
1,292,3,2,2,1460000,-29.7533844,-50.02273948
1,123,3,3,2,890000,-29.76088921,-50.02832159
1,65,2,2,1,365000,-29.7622494,-50.01511676
1,65,2,1,1,749000,-29.75364097,-50.02698601
1,65,2,1,1,380000,-29.76097856,-50.02780188
1,87,2,2,1,570000,-29.75242682,-50.0288069
1,65,2,1,1,676000,-29.75006611,-50.03071378
1,73,2,1,1,380000,-29.75615403,-50.01453304
1,65,2,1,1,687000,-29.75544788,-50.03621754
1,65,2,2,1,650000,-29.76142928,-50.01895344
1,65,2,1,1,760000,-29.75150705,-50.0251183
1,65,2,2,1,750000,-29.75159868,-50.02843336
1,128,2,2,1,900000,-29.76368977,-50.02139626
1,73,2,2,1,890000,-29.75979247,-50.03054755
1,65,1,1,1,299000,-29.75588429,-50.03885335
1,150,3,3,1,1100000,-29.76440795,-50.01860187
1,63,2,2,1,680000,-29.75429959,-50.02405978
1,120,2,2,1,600000,-29.75660189,-50.01670837
1,113,2,2,1,790000,-29.75739796,-50.03057143
1,65,2,2,1,445000,-29.75611222,-50.02193317
1,65,1,1,1,395000,-29.75891737,-50.01239975
1,65,2,2,1,705000,-29.7559175,-50.01985146
1,65,1,1,1,193450,-29.75353044,-50.03223851
1,65,1,1,1,385000,-29.76246474,-50.02275955
1,65,2,2,1,315000,-29.75119091,-50.03292254
1,65,2,2,1,397000,-29.75813103,-50.02626185
1,65,2,1,1,430000,-29.75873124,-50.01487887
1,65,1,1,1,380000,-29.75973463,-50.03192612
1,65,1,1,1,380000,-29.76169788,-50.01932984
1,150,2,2,1,750000,-29.75486257,-50.04074016
1,150,3,3,1,1100000,-29.74930497,-50.0312889
1,63,2,2,1,680000,-29.75550114,-50.03413202
1,66,1,1,1,340000,-29.75653431,-50.02638605
1,66,2,2,1,600000,-29.75514377,-50.03359893
1,66,2,2,1,530000,-29.761049,-50.01467634
1,66,2,2,1,605000,-29.75546563,-50.01476901
1,66,2,1,1,495000,-29.75413751,-50.0174373
1,120,2,2,1,600000,-29.74926145,-50.02831012
1,113,2,2,1,790000,-29.75429501,-50.02263917
1,66,2,2,1,380000,-29.7617248,-50.02323722
1,150,2,2,1,750000,-29.75194002,-50.03505584
1,66,2,2,1,480000,-29.76355003,-50.02206596
1,66,2,3,1,789210,-29.76187141,-50.02235543
1,66,1,1,1,435000,-29.75749532,-50.02323818
1,97,2,2,1,860000,-29.75640774,-50.0379964
1,111,2,2,1,670000,-29.75195892,-50.03477592
1,92,2,2,1,470000,-29.75880511,-50.03419125
1,66,2,1,1,721000,-29.75405275,-50.03380433
1,66,2,1,1,495000,-29.75686248,-50.03039756
1,175,4,3,2,1290000,-29.75771582,-50.01248668
1,94,2,1,1,390000,-29.75949008,-50.03149048
1,67,1,1,1,575000,-29.75026427,-50.03282032
1,67,2,2,1,860000,-29.75821064,-50.01686791
1,118,3,2,1,580000,-29.75975753,-50.01464481
1,67,2,1,1,400000,-29.75775476,-50.03559752
1,114,2,3,1,860000,-29.76297274,-50.02268216
1,88,2,2,1,750000,-29.76306895,-50.01617815
1,67,2,2,1,520000,-29.75912583,-50.01520083
1,84,2,2,1,1325000,-29.76210737,-50.01811082
